pred_x,pred_y,true_x,true_y,distance_error,n_candidates
204,162,203.4497945144765,161.75527248290894,0.6021774106703923,25
257,401,257.7707763434677,401.97237255100583,1.240808022862114,25
243,338,307.73733151124213,379.4540406749052,76.87235900811915,25
258,191,258.47803825585873,192.15320464662682,1.248359535977575,25
290,353,462.7227861003833,189.01950827546773,238.16540996647302,25
299,204,408.59709864095566,171.73136278144898,114.24880296290995,25
250,230,250.09983823419742,232.7206699247488,2.7225011501265244,25
194,253,243.80590196091416,287.4344282117744,60.55045595544295,25
261,361,259.0398990932822,355.0829833120242,6.233224049422557,25
204,280,231.5535304160493,268.1334430962877,30.000203518262953,25
262,206,262.29374675530465,238.77867547768625,32.77999165997029,25
212,180,211.64670506503583,180.29824095753315,0.46234725025853446,25
199,230,342.8419201830641,260.40411014065035,147.0200935770202,25
192,166,367.5067409537103,274.709234076361,206.44687862416765,25
272,167,509.9424712091593,205.88102140711334,241.09822361598188,25
209,341,120.81755141018996,230.31336002334155,141.51917364306823,25
353,186,438.0535707584319,241.1307570986105,101.35832613567358,25
251,203,250.09991039057476,203.15639711868334,0.9135761400823291,25
286,277,258.2361591649883,278.6295023631251,27.811618720658704,25
163,173,293.1809492362141,231.9741241204955,142.91615325015349,25
227,218,226.25710176955968,221.71893671022445,3.7924119021338445,25
255,215,258.13655936614146,215.9415056187405,3.274818695355459,25
277,226,43.62443775681206,219.2031922680282,233.47451605618434,25
357,312,271.6443489566255,275.97351457328193,92.6471522349168,25
276,192,281.76412695332175,187.47645204878148,7.327185380552585,25
291,266,368.9541958989518,366.6269797308256,127.2896135118657,25
340,259,237.90770382260058,261.22689917661376,102.11658052792723,25
255,110,251.81925261319057,109.96751841730736,3.1809132323767066,25
98,184,98.06860268861749,186.3807901917985,2.3817783831098707,25
348,372,367.5861155318705,488.7739829768044,118.40514778460768,25
213,269,214.4130999049671,249.6749428598178,19.376653085936304,25
252,210,249.60555532816443,208.61328061252266,2.767012097206533,25
255,384,252.59327847617223,385.6157087275059,2.898762354073634,25
310,308,312.1152480515618,313.59384002320974,5.980411400973948,25
80,241,193.8563873103767,265.56069318243,116.47533893907315,25
389,48,390.3570514869784,46.645499404348584,1.9173577136075228,25
319,395,224.73784522931118,265.87691146243355,159.8690896186424,25
309,158,322.21424145061076,198.4109723547433,42.5166186775344,25
289,180,302.17563516569356,229.3860657417224,51.11341165941859,25
276,54,325.1366363961656,320.8540850821553,271.34021405122235,25
249,247,249.62856240138748,246.3117446679148,0.9320869565559305,25
259,240,232.35122181923066,168.57467407289147,76.23473330655476,25
271,169,272.42948832899975,233.68195045492428,64.6977445629755,25
468,132,467.4933687661942,132.48221759491196,0.6994347831715839,25
210,263,210.63115488659878,264.04045006435126,1.2169194004888173,25
250,298,247.0112278537765,303.0398415728816,5.859416525712011,25
280,310,305.73191698386813,331.26698927678035,33.382875618546876,25
284,178,267.5425977726138,184.40209709714838,17.658792011779614,25
167,277,162.60075133047928,266.75349901540005,11.150971764096951,25
202,296,147.71951662951284,103.10016432035013,200.39141069459453,25
